0.296372809	0.291011615	0.189972818
0.407130001	0.337067981	0.169962344
0.388301334	0.372187409	0.186491561
0.426606288	0.436679931	0.184723067
0.349462227	0.460058247	0.276018575
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
0.411657571	0.538607771	0.24958276
