0.191473771	0.204736769	0.151897608
0.2980392	0.259393109	0.116652786
0.284442078	0.278632987	0.131102556
0.291371129	0.38525468	0.168515756
0.324973474	0.410571631	0.247787009
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
0.29701158	0.468722075	0.237917083
