0.00102328	0.000860814	0.000393557
0.00158379	0.00137119	0.000569871
0.00317271	0.00236528	0.000748556
0.00426052	0.00323155	0.000899706
0.00493069	0.00390942	0.000975607
0.00647814	0.00564085	0.00121909
0.00733426	0.00714416	0.00164393
0.00894568	0.00927093	0.00186377
0.009689	0.0120159	0.00202479
0.0106387	0.0154026	0.00217282
0.0108877	0.018966	0.00216408
0.0108877	0.018966	0.00216408
0.0108877	0.018966	0.00216408
0.0108877	0.018966	0.00216408
0.0108877	0.018966	0.00216408
0.0108877	0.018966	0.00216408
