0.00174305	0.000831551	0.000382051
0.00391292	0.00116797	0.000559178
0.00719299	0.00182271	0.000721581
0.00778388	0.0022614	0.000824811
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
0.0114228	0.00245411	0.000826467
