0.287994235	0.252367757	0.179962716
0.480321963	0.378353431	0.208090846
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
0.558494914	0.386402524	0.183495902
